序号,代码,名称,最新价 2026.05.08,涨跌幅(%) 2026.05.08,市净率PB(LF) 2026.05.08,市场码,市场名,市盈率(TTM) 2026.05.08,市盈率估值状态 2026.05.08,指数小类,涨跌额(元) 2026.05.08,最高价(元) 2026.05.08,最低价(元) 2026.05.08,换手率(%) 2026.05.08,量比 2026.05.08,成交量(股) 2026.05.08,成交额 2026.05.08,总市值(元) 2026.05.08
671,931163,浙江100,2441.49,-0.18,2.35,2,CSI,21.87,估值较低,中证指数,-4.36,2447.64,2427.03,0.00,1.01,44.43亿,1258.90亿,5.42万亿
672,000128,380基本,9730.76,0.14,2.35,1,SH,32.21,估值中等,上证指数,13.29,9764.42,9674.13,0.00,1.14,155.14亿,3139.50亿,12.32万亿
673,932068,长寿经济,2515.54,-0.46,2.33,2,CSI,14.68,估值较低,中证指数,-11.75,2529.58,2512.51,0.00,0.88,19.52亿,976.77亿,8.31万亿
674,000105,380材料,6228.23,-0.51,2.32,1,SH,26.74,估值较低,上证指数,-31.72,6243.51,6149.59,0.00,1.01,23.71亿,480.08亿,1.72万亿
675,H11144,HKT内地消费港元,1144.48,-0.39,2.32,2,CSI,24.33,估值较低,中证指数,-4.46,1147.70,1139.90,0.00,0.90,9.88亿,333.13亿,8.53万亿
676,000989,全指可选,5353.12,0.79,2.32,1,SH,23.69,估值中等,上证指数,42.15,5379.82,5290.14,0.00,1.08,35.61亿,975.03亿,5.97万亿
677,931008,汽车指数,11395.86,0.16,2.30,2,CSI,30.08,估值较低,中证指数,18.48,11447.50,11313.69,0.00,1.04,17.07亿,499.22亿,3.35万亿
678,930781,中证影视,1648.44,1.05,2.29,2,CSI,2243.33,估值中等,中证指数,17.09,1661.97,1643.66,0.00,1.03,16.21亿,127.95亿,4544.12亿
679,000907,中证700,7398.73,-0.16,2.28,1,SH,29.55,估值较低,上证指数,-12.11,7415.16,7341.93,0.00,1.12,434.27亿,1.03万亿,43.48万亿
680,000122,上证农业,1681.67,0.08,2.28,1,SH,53.01,估值较低,上证指数,1.35,1690.68,1679.05,0.00,0.92,6.46亿,59.24亿,3479.82亿
681,970055,深证国企ESG,1608.91,-0.35,2.28,0,SZ,30.27,估值较低,深证指数,-5.67,1611.18,1589.86,0.00,1.09,22.71亿,652.07亿,2.83万亿
682,470055,深证国企ESGR,1849.52,-0.35,2.28,0,SZ,30.27,估值较低,深证指数,-6.52,1852.14,1827.63,0.00,1.09,22.71亿,652.07亿,2.83万亿
683,H30041,AMAC农副,3053.78,-0.64,2.27,2,CSI,59.35,估值较低,中证指数,-19.75,3082.18,3043.78,0.00,0.88,8.97亿,89.72亿,7354.76亿
684,000931,800可选,5862.61,0.64,2.26,1,SH,21.14,估值中等,上证指数,37.54,5898.87,5801.36,0.00,1.12,20.13亿,674.03亿,4.78万亿
685,000135,180高贝,6775.37,-0.93,2.26,1,SH,18.19,估值较低,上证指数,-63.64,6789.71,6712.47,0.00,0.98,36.56亿,1997.18亿,12.41万亿
686,930938,500成长估值,5149.91,-0.09,2.24,2,CSI,21.69,估值较低,中证指数,-4.86,5156.46,5103.64,0.00,0.90,32.49亿,890.28亿,3.81万亿
687,930633,中证旅游,2701.99,0.79,2.24,2,CSI,114.70,估值中等,中证指数,21.17,2710.41,2669.34,0.00,1.19,13.69亿,107.64亿,8918.73亿
688,399702,深证F120,7997.87,-0.78,2.23,0,SZ,27.04,估值较低,深证指数,-63.14,8048.33,7961.35,0.00,0.95,88.29亿,2163.32亿,14.79万亿
689,931268,持续发展,2309.01,-0.41,2.21,2,CSI,16.94,估值较低,中证指数,-9.57,2318.89,2300.57,0.00,0.94,59.08亿,2824.23亿,25.42万亿
690,930882,CS珠三角,2546.30,-0.07,2.21,2,CSI,16.85,估值较低,中证指数,-1.75,2549.83,2527.30,0.00,0.97,58.39亿,2256.72亿,16.27万亿
691,H30015,800汽车,9401.01,0.73,2.21,2,CSI,26.60,估值中等,中证指数,68.15,9449.80,9294.96,0.00,1.06,11.78亿,360.46亿,2.73万亿
692,399613,深证能源,4144.72,-0.65,2.20,0,SZ,132.08,估值较低,深证指数,-27.16,4161.73,4108.21,0.00,0.81,4.28亿,54.45亿,3045.44亿
693,930050,中证A50,1872.58,-0.42,2.20,2,CSI,18.62,估值较低,中证指数,-7.90,1879.15,1863.05,0.00,0.86,49.34亿,2057.00亿,21.64万亿
694,H30055,AMAC化纤,5381.12,-1.14,2.20,2,CSI,37.91,估值较低,中证指数,-61.89,5429.98,5327.94,0.00,1.00,8.94亿,102.51亿,4355.16亿
695,399335,深证央企,4897.58,0.31,2.20,0,SZ,41.35,估值中等,深证指数,14.90,4898.96,4830.50,0.00,1.13,28.44亿,779.46亿,3.70万亿
696,000114,持续产业,1342.42,-0.54,2.20,1,SH,43.29,估值较低,上证指数,-7.30,1349.12,1332.64,0.00,1.09,28.59亿,405.93亿,2.65万亿
697,H30373,百发100,23460.01,0.13,2.19,2,CSI,26.80,估值较低,中证指数,31.11,23481.91,23240.46,0.00,1.00,37.24亿,1328.58亿,2.42万亿
698,H30037,AMAC商务,3433.90,-0.54,2.19,2,CSI,-46.18,估值中等,中证指数,-18.72,3473.35,3428.83,0.00,1.13,42.05亿,444.17亿,9539.94亿
699,000988,全指工业,4586.29,-0.62,2.18,1,CSI,29.67,估值较低,上证指数,-28.76,4606.55,4567.97,0.00,1.17,193.78亿,4312.96亿,18.51万亿
700,931599,湖南50,1888.04,-0.16,2.18,2,CSI,23.76,估值中等,中证指数,-3.12,1895.59,1873.74,0.00,1.02,12.02亿,311.24亿,1.18万亿
701,930720,CS互医疗,2559.98,0.61,2.17,2,CSI,34.08,估值中等,中证指数,15.57,2585.04,2546.33,0.00,1.42,10.05亿,110.41亿,4177.74亿
702,931837,央企现代产业,1628.91,1.04,2.17,2,CSI,28.15,估值中等,中证指数,16.80,1629.72,1592.29,0.00,1.18,36.05亿,1300.14亿,7.48万亿
703,399680,深成能源,1148.54,-1.99,2.16,0,SZ,105.19,估值较低,深证指数,-23.36,1163.25,1129.73,0.00,0.80,3.02亿,39.83亿,2556.65亿
704,H30057,AMAC矿物,7397.50,0.34,2.15,2,CSI,79.16,估值中等,中证指数,24.97,7433.26,7298.56,0.00,0.90,25.16亿,535.03亿,1.81万亿
705,932052,央企科技创新,1839.10,0.03,2.14,2,CSI,25.72,估值较低,中证指数,0.51,1841.02,1813.80,0.00,1.19,35.69亿,970.33亿,6.57万亿
706,000911,300可选,6125.36,0.55,2.13,1,SH,19.61,估值中等,上证指数,33.37,6166.18,6075.69,0.00,1.04,8.10亿,380.07亿,3.54万亿
707,H50037,上证城镇,2409.46,-0.17,2.12,2,SH,31.29,估值较低,中证指数,-4.17,2412.52,2395.40,0.00,1.16,139.59亿,2407.66亿,14.06万亿
708,399701,深证F60,8225.83,-0.93,2.12,0,SZ,27.85,估值较低,深证指数,-77.31,8281.86,8192.81,0.00,0.92,51.46亿,1046.42亿,10.60万亿
709,399698,优势成长,54256.38,0.72,2.12,0,SZ,32.09,估值较低,深证指数,386.06,54315.50,53653.73,0.00,0.96,6.58亿,82.35亿,5748.19亿
710,H11049,AMAC文体,1218.21,0.10,2.11,2,CSI,51.78,估值中等,中证指数,1.21,1230.58,1214.90,0.00,1.06,16.38亿,165.82亿,5898.85亿
711,000057,全指成长,4090.68,-0.66,2.11,1,SH,15.38,估值较低,上证指数,-27.24,4094.71,4059.72,0.00,1.11,68.98亿,2681.84亿,20.55万亿
712,000120,380R价值,10819.29,0.18,2.11,1,SH,32.35,估值中等,上证指数,19.23,10837.75,10737.25,0.00,1.16,138.71亿,2451.63亿,9.53万亿
713,H30039,AMAC公共,1760.53,0.19,2.10,2,CSI,53.21,估值中等,中证指数,3.37,1765.13,1750.18,0.00,0.99,13.67亿,142.95亿,5990.11亿
714,H50031,沪绿色城,3071.88,-0.68,2.10,2,SH,38.70,估值较低,中证指数,-21.18,3086.99,3055.91,0.00,0.99,26.78亿,546.73亿,2.34万亿
715,H50030,沪公用红,5085.62,0.01,2.10,2,SH,17.03,估值较低,中证指数,0.53,5168.03,5062.30,0.00,1.07,6.64亿,61.86亿,1.11万亿
716,930641,中证中药,9089.40,0.67,2.10,2,CSI,22.74,估值中等,中证指数,60.47,9110.29,9066.39,0.00,0.91,4.89亿,66.94亿,7098.41亿
717,000107,380可选,5239.27,0.86,2.09,1,SH,23.06,估值中等,上证指数,44.65,5255.57,5171.93,0.00,0.98,5.90亿,172.37亿,8472.73亿
718,399992,CSWD并购,2356.81,0.22,2.09,0,SZ,34.32,估值中等,深证指数,5.18,2362.92,2334.11,0.00,1.16,29.30亿,611.29亿,1.82万亿
719,931589,300成长创新,9580.45,-1.31,2.09,2,CSI,15.25,估值较低,中证指数,-126.75,9639.34,9541.66,0.00,0.86,47.93亿,2365.89亿,27.79万亿
720,980059,航空出行,1400.21,1.47,2.09,0,SZ,86.84,估值中等,深证指数,20.22,1411.08,1370.40,0.00,1.37,45.36亿,290.48亿,1.48万亿
721,480059,航空出行R,1560.41,1.47,2.09,0,SZ,86.84,估值中等,深证指数,22.54,1572.52,1527.18,0.00,1.37,45.36亿,290.48亿,1.48万亿
722,399750,深主板50,9342.36,-0.64,2.08,0,SZ,24.68,估值较低,深证指数,-60.16,9371.40,9299.72,0.00,0.94,42.31亿,914.91亿,8.06万亿
723,000145,优势资源,9614.21,-0.09,2.08,1,SH,17.60,估值较低,上证指数,-8.78,9640.86,9473.04,0.00,0.99,33.07亿,879.36亿,7.38万亿
724,931000,大湾区,1922.56,0.19,2.07,2,CSI,21.78,估值较低,中证指数,3.69,1928.11,1901.79,0.00,1.00,64.99亿,2377.16亿,12.61万亿
725,000904,中证200,6327.62,-0.31,2.06,1,SH,24.76,估值较低,上证指数,-19.75,6348.75,6288.13,0.00,1.17,163.13亿,4162.93亿,23.18万亿
726,000096,上证下游,3993.82,-0.12,2.05,1,SH,21.77,估值中等,上证指数,-4.67,4006.32,3985.29,0.00,0.96,36.93亿,890.30亿,11.87万亿
727,399604,中小价值,2222.80,-0.40,2.05,0,SZ,20.99,估值较低,深证指数,-8.96,2231.45,2210.73,0.00,0.95,38.03亿,660.85亿,4.85万亿
728,000123,180动态,7410.14,-1.04,2.05,1,SH,18.03,估值较低,上证指数,-77.51,7420.33,7351.10,0.00,1.17,92.99亿,2708.29亿,18.83万亿
729,399663,中小低波,2112.75,0.08,2.05,0,SZ,21.15,估值较低,深证指数,1.64,2120.31,2101.91,0.00,0.87,38.96亿,536.87亿,4.77万亿
730,H11121,富国多空,65663.64,-1.01,2.04,2,CSI,17.47,估值较低,中证指数,-669.91,66276.23,65526.52,0.00,1.27,133.69亿,3957.56亿,25.10万亿
731,000930,800工业,3884.76,-0.86,2.04,1,CSI,26.06,估值较低,上证指数,-33.60,3909.77,3872.37,0.00,1.20,137.15亿,2976.18亿,14.65万亿
732,000961,中证上游,5835.35,-0.23,2.01,1,SH,17.67,估值较低,上证指数,-13.34,5853.15,5753.35,0.00,1.00,48.54亿,1388.72亿,11.18万亿
733,399699,金融科技,4168.86,0.78,2.01,0,SZ,18.07,估值中等,深证指数,32.15,4203.33,4101.73,0.00,1.31,33.47亿,697.54亿,2.84万亿
734,H50010,180公用,2166.91,-0.07,2.00,2,SH,17.96,估值较低,中证指数,-1.41,2186.38,2163.40,0.00,0.99,12.74亿,100.78亿,2.08万亿
735,931687,证券时报价值100,1790.67,-0.24,2.00,2,CSI,16.58,估值较低,中证指数,-4.38,1793.26,1782.10,0.00,0.92,54.43亿,1724.14亿,25.63万亿
736,000944,内地资源,6092.58,-0.22,2.00,1,SH,17.72,估值较低,上证指数,-13.54,6111.70,6010.90,0.00,1.00,49.87亿,1393.24亿,11.04万亿
737,399806,环境治理,1544.60,0.05,2.00,0,SZ,35.85,估值较低,深证指数,0.81,1550.54,1529.94,0.00,0.94,23.78亿,235.25亿,7163.30亿
738,930629,CSSW健康,5772.48,-0.16,2.00,2,CSI,14.14,估值较低,中证指数,-9.53,5814.93,5755.95,0.00,1.10,22.49亿,576.40亿,6.69万亿
739,000979,大宗商品,7872.67,-0.50,1.99,1,SH,19.06,估值较低,上证指数,-39.58,7928.50,7797.20,0.00,0.91,82.53亿,1792.02亿,14.08万亿
740,932367,500现金流,3946.33,-0.11,1.99,2,CSI,19.23,估值较低,中证指数,-4.16,3971.37,3922.36,0.00,1.38,29.42亿,229.37亿,1.67万亿
741,000805,A股资源,8551.18,-0.21,1.98,1,SH,17.52,估值较低,上证指数,-18.27,8578.96,8439.39,0.00,0.99,50.54亿,1311.65亿,11.05万亿
742,801200,商贸零售(申万),2142.16,0.54,1.98,62,SWI,40.66,估值中等,申万一级行业,11.50,2147.74,2128.62,0.00,1.13,27.24亿,230.51亿,1.06万亿
743,801970,环保(申万),2279.32,0.28,1.98,62,SWI,30.59,估值中等,申万一级行业,6.30,2285.51,2261.02,0.00,1.05,30.12亿,329.29亿,1.07万亿
744,399649,中小红利,3489.84,-0.48,1.98,0,SZ,17.92,估值较低,深证指数,-16.72,3521.52,3478.04,0.00,0.86,17.23亿,381.62亿,2.68万亿
745,000030,180R成长,2708.29,-0.87,1.98,1,SH,17.46,估值较低,上证指数,-23.82,2713.32,2689.33,0.00,1.13,115.79亿,3252.72亿,31.01万亿
746,399286,区块链50,3833.59,-0.13,1.98,0,SZ,18.67,估值较低,深证指数,-4.85,3871.76,3812.02,0.00,1.12,35.80亿,535.27亿,2.64万亿
747,931802,中证龙头,1942.98,-0.54,1.97,2,CSI,14.58,估值较低,中证指数,-10.54,1952.82,1937.20,0.00,0.87,38.23亿,2317.45亿,27.07万亿
748,H50021,沪能源红,5173.91,-1.36,1.96,2,SH,19.29,估值较低,中证指数,-71.56,5303.70,5166.16,0.00,0.71,2.48亿,48.66亿,1.56万亿
749,H30044,AMAC纺织,1825.84,0.99,1.96,2,CSI,32.52,估值中等,中证指数,17.97,1827.29,1803.70,0.00,1.00,5.59亿,73.34亿,2221.82亿
750,000917,300公用,2514.51,-0.01,1.95,1,SH,18.35,估值较低,上证指数,-0.25,2534.36,2509.59,0.00,0.96,13.63亿,102.45亿,2.23万亿
751,801130,纺织服饰(申万),1758.05,0.86,1.95,62,SWI,27.73,估值中等,申万一级行业,14.96,1758.66,1740.55,0.00,0.92,18.68亿,184.51亿,7005.53亿
752,000092,资源50,5525.66,-0.35,1.92,1,SH,16.88,估值较低,上证指数,-19.27,5543.36,5465.08,0.00,0.94,41.36亿,1060.23亿,10.78万亿
753,H50020,上红潜力,6912.22,-0.33,1.92,2,SH,13.39,估值较低,中证指数,-23.13,6943.76,6906.28,0.00,0.71,9.51亿,437.40亿,10.31万亿
754,399645,100低波,9386.64,-0.51,1.91,0,SZ,17.89,估值较低,深证指数,-48.06,9443.85,9367.91,0.00,0.92,33.98亿,525.45亿,7.43万亿
755,H50014,沪中部,4155.90,0.83,1.91,2,SH,28.19,估值中等,中证指数,34.23,4161.98,4083.40,0.00,1.27,45.24亿,611.50亿,2.78万亿
756,930640,CSWD重组,2076.87,-0.01,1.91,2,CSI,30.24,估值中等,中证指数,-0.19,2082.03,2060.30,0.00,1.16,28.60亿,572.02亿,1.66万亿
757,000902,中证流通,6939.26,-0.01,1.90,1,CSI,23.82,估值较低,上证指数,-0.76,6948.01,6891.73,0.00,1.07,1496.82亿,2.99万亿,130.26万亿
758,930903,中证A股,4503.44,-0.01,1.90,2,CSI,23.83,估值较低,中证指数,-0.51,4509.13,4472.59,0.00,1.07,1496.76亿,2.99万亿,130.23万亿
759,000985,中证全指,6532.34,-0.02,1.90,1,CSI,23.80,估值较低,上证指数,-0.98,6540.53,6487.61,0.00,1.07,1490.20亿,2.98万亿,130.15万亿
760,801160,公用事业(申万),2718.56,0.01,1.89,62,SWI,22.00,估值中等,申万一级行业,0.27,2749.34,2708.91,0.00,1.12,103.36亿,820.66亿,4.21万亿
761,000079,公用等权,2812.89,0.23,1.88,1,SH,17.77,估值中等,上证指数,6.38,2861.81,2799.18,0.00,1.50,54.74亿,294.84亿,2.67万亿
762,000041,上证公用,2689.52,0.26,1.88,1,SH,17.77,估值中等,上证指数,7.08,2726.64,2678.85,0.00,1.50,54.74亿,294.84亿,2.67万亿
763,000028,180成长,4088.29,-0.88,1.88,1,SH,13.99,估值较低,上证指数,-36.42,4096.20,4057.17,0.00,0.88,36.68亿,1796.50亿,17.73万亿
764,931897,绿色电力,1241.51,-0.18,1.87,2,CSI,19.63,估值较低,中证指数,-2.22,1263.30,1236.07,0.00,1.16,64.69亿,493.93亿,3.18万亿
765,H30049,AMAC造纸,2599.09,1.51,1.87,2,CSI,45.54,估值中等,中证指数,38.68,2603.22,2536.08,0.00,1.01,13.90亿,157.02亿,3169.56亿
766,000903,中证A100,4797.90,-0.85,1.87,1,SH,18.49,估值较低,上证指数,-41.25,4819.00,4774.93,0.00,0.91,106.18亿,3957.67亿,35.41万亿
767,399903,中证A100,4797.90,-0.85,1.87,0,SZ,18.49,估值较低,深证指数,-41.25,4819.00,4774.93,0.00,0.91,106.18亿,3957.67亿,35.41万亿
768,H11045,AMAC批零,1843.43,-0.20,1.86,2,CSI,47.40,估值较低,中证指数,-3.74,1847.53,1835.70,0.00,0.96,32.94亿,483.32亿,1.66万亿
769,399244,公共指数,670.08,0.38,1.86,0,SZ,82.70,估值中等,深证指数,2.55,671.72,664.91,0.00,0.93,10.16亿,91.55亿,3201.29亿
770,000066,上证商品,4220.24,-0.14,1.85,1,SH,16.90,估值较低,上证指数,-5.87,4231.33,4171.63,0.00,0.91,48.27亿,1014.42亿,10.61万亿
771,000068,上证资源,4646.37,-0.15,1.85,1,SH,16.84,估值较低,上证指数,-7.15,4659.51,4589.21,0.00,0.94,40.49亿,933.33亿,9.90万亿
772,H11031,AMAC采掘,3900.89,0.38,1.85,2,CSI,17.08,估值较低,中证指数,14.96,3914.13,3844.64,0.00,0.94,43.74亿,894.93亿,9.84万亿
773,950106,上证创新,2440.90,0.54,1.85,2,SH,40.53,估值较低,中证指数,13.15,2447.33,2416.83,0.00,0.91,26.87亿,610.78亿,2.45万亿
774,000094,上证上游,5086.25,0.03,1.85,1,SH,16.83,估值较低,上证指数,1.72,5100.78,5009.08,0.00,0.95,40.29亿,929.96亿,9.87万亿
775,H30048,AMAC家具,4272.77,1.70,1.85,2,CSI,23.52,估值中等,中证指数,71.37,4288.16,4182.39,0.00,1.34,2.31亿,24.06亿,1369.44亿
776,399644,深证时钟,3702.20,-0.54,1.85,0,SZ,33.44,估值较低,深证指数,-20.22,3719.19,3690.29,0.00,1.00,47.84亿,927.92亿,4.98万亿
777,H30036,AMAC餐饮,2259.05,0.23,1.85,2,CSI,39.01,估值中等,中证指数,5.28,2262.80,2249.82,0.00,0.56,5660.39万,7.23亿,654.61亿
778,H50013,沪珠三角,10264.81,-0.02,1.84,2,SH,14.59,估值较低,中证指数,-2.20,10273.69,10195.06,0.00,0.99,33.08亿,762.27亿,9.63万亿
779,H11041,AMAC公用,2762.51,0.04,1.84,2,CSI,20.52,估值较低,中证指数,1.15,2797.06,2751.13,0.00,1.20,113.84亿,818.56亿,4.37万亿
780,931581,周期稳健成长50,2309.36,-0.22,1.84,2,CSI,13.99,估值较低,中证指数,-5.03,2323.21,2302.54,0.00,0.84,14.15亿,264.16亿,3.90万亿
781,931647,兴银理财均衡300,7280.33,-0.37,1.83,2,CSI,15.90,估值较低,中证指数,-26.95,7296.00,7241.77,0.00,1.05,188.62亿,6205.61亿,48.25万亿
782,H50054,上证休闲,806.05,0.30,1.83,2,SH,33.40,估值中等,中证指数,2.44,812.01,804.56,0.00,1.07,11.95亿,163.79亿,6731.22亿
783,H30199,电力指数,3247.78,-0.02,1.83,2,CSI,19.52,估值较低,中证指数,-0.75,3302.58,3232.91,0.00,1.25,85.16亿,554.55亿,3.43万亿
784,932086,全指公用行业,2931.07,0.00,1.82,2,CSI,20.40,估值较低,中证指数,0.11,2974.84,2917.89,0.00,1.19,106.21亿,772.25亿,4.16万亿
785,000910,300工业,2730.25,-1.39,1.81,1,SH,21.67,估值较低,上证指数,-38.35,2762.47,2727.38,0.00,1.39,80.94亿,1388.83亿,9.58万亿
786,000078,电信等权,4573.77,2.59,1.81,1,SH,22.08,估值中等,上证指数,115.56,4592.19,4410.26,0.00,1.12,17.66亿,724.02亿,4.40万亿
787,000040,上证电信,5434.52,2.47,1.81,1,SH,22.08,估值中等,上证指数,131.17,5448.96,5245.63,0.00,1.12,17.66亿,724.02亿,4.40万亿
788,H30263,腾讯济安,3746.92,0.10,1.80,2,CSI,14.24,估值较低,中证指数,3.76,3752.15,3723.51,0.00,0.87,35.84亿,985.71亿,10.87万亿
789,000847,腾讯济安,3746.92,0.10,1.80,1,SH,14.24,估值较低,上证指数,3.76,3752.15,3723.50,0.00,0.87,35.84亿,985.71亿,10.87万亿
790,000026,180资源,6044.83,-0.11,1.80,1,SH,15.81,估值较低,上证指数,-6.72,6058.85,5969.98,0.00,0.91,21.01亿,548.98亿,8.61万亿
791,399812,养老产业,5832.95,0.07,1.80,0,SZ,12.12,估值较低,深证指数,4.24,5847.31,5815.86,0.00,0.85,14.11亿,373.46亿,5.70万亿
792,801710,建筑材料(申万),6768.09,-0.06,1.79,62,SWI,40.95,估值中等,申万一级行业,-4.03,6821.47,6707.19,0.00,0.91,20.85亿,322.73亿,1.22万亿
793,000995,全指公用,2854.40,0.10,1.79,1,CSI,18.80,估值中等,上证指数,2.85,2897.81,2843.80,0.00,1.36,70.30亿,463.32亿,3.54万亿
794,000937,800公用,2724.60,0.12,1.79,1,CSI,18.40,估值中等,上证指数,3.27,2765.35,2714.14,0.00,1.39,63.54亿,379.53亿,3.17万亿
795,930758,凤凰50,9048.98,-0.08,1.79,2,CSI,15.68,估值较低,中证指数,-6.95,9076.29,8990.18,0.00,0.87,9.48亿,173.86亿,1.43万亿
796,399631,1000价值,2355.98,-0.53,1.78,0,SZ,20.04,估值较低,深证指数,-12.64,2368.21,2345.91,0.00,0.99,142.90亿,2199.90亿,13.67万亿
797,H50019,上红回报,7499.77,-0.19,1.77,2,SH,14.74,估值较低,中证指数,-14.53,7523.59,7476.79,0.00,0.83,20.39亿,521.65亿,7.19万亿
798,930782,500SNLV,20452.72,0.11,1.77,2,CSI,21.90,估值中等,中证指数,22.45,20474.52,20242.13,0.00,0.95,59.00亿,862.05亿,5.00万亿
799,000073,可选等权,3174.65,1.15,1.76,1,SH,25.02,估值中等,上证指数,36.09,3185.21,3128.15,0.00,0.98,12.05亿,349.92亿,2.40万亿
800,000035,上证可选,2626.86,0.85,1.76,1,SH,25.02,估值中等,上证指数,22.09,2638.03,2595.70,0.00,0.98,12.05亿,349.92亿,2.40万亿
801,H50018,上证文化,1372.73,0.34,1.76,2,SH,37.14,估值中等,中证指数,4.63,1383.53,1369.97,0.00,1.11,11.92亿,154.57亿,5898.96亿
802,399998,中证煤炭,2395.23,-1.08,1.76,0,SZ,21.63,估值较低,深证指数,-26.21,2445.43,2391.49,0.00,0.84,16.05亿,143.87亿,2.17万亿
803,399990,煤炭等权,3508.41,-0.84,1.76,0,SZ,21.63,估值较低,深证指数,-29.67,3582.52,3504.98,0.00,0.84,16.05亿,143.87亿,2.17万亿
804,930999,SHS大湾区人民币,1636.71,-0.40,1.73,2,CSI,18.54,估值较低,中证指数,-6.59,1640.55,1629.21,0.00,0.97,55.90亿,1998.46亿,20.19万亿
805,000510,中证A500,6154.27,-0.46,1.73,1,CSI,18.13,估值较低,上证指数,-28.74,6171.13,6116.41,0.00,1.09,409.65亿,1.13万亿,69.92万亿
806,399348,深证价值,6826.36,-0.76,1.73,0,SZ,18.02,估值较低,深证指数,-52.28,6863.77,6795.99,0.00,0.94,65.07亿,973.96亿,8.72万亿
807,399661,深证低波,6133.14,-0.28,1.72,0,SZ,17.72,估值较低,深证指数,-17.45,6166.63,6103.96,0.00,0.87,56.19亿,724.03亿,8.16万亿
808,000820,煤炭指数,5045.26,-0.67,1.71,1,CSI,19.14,估值较低,上证指数,-34.10,5124.92,5036.02,0.00,1.28,25.94亿,139.07亿,2.15万亿
809,970077,深证绿色建材,1606.40,-0.06,1.71,0,SZ,280.51,估值较低,深证指数,-0.89,1616.77,1594.16,0.00,0.80,7.70亿,114.55亿,4956.10亿
810,470077,深证绿色建材R,1907.22,0.05,1.71,0,SZ,280.51,估值较低,深证指数,0.93,1919.52,1892.69,0.00,0.80,7.70亿,114.55亿,4956.10亿
811,000142,380稳定,10467.82,0.30,1.71,1,SH,18.89,估值中等,上证指数,31.29,10480.58,10384.68,0.00,1.19,86.97亿,898.45亿,5.29万亿
812,000153,上民红利,3446.11,-0.04,1.70,1,SH,18.23,估值较低,上证指数,-1.30,3460.97,3427.37,0.00,0.92,7.62亿,93.96亿,4854.45亿
813,801950,煤炭(申万),3219.06,-0.63,1.69,62,SWI,22.28,估值较低,申万一级行业,-20.51,3263.55,3215.89,0.00,1.20,29.21亿,153.84亿,2.28万亿
814,000846,ESG 100,1409.04,-0.37,1.69,1,SH,16.57,估值较低,上证指数,-5.29,1413.26,1402.58,0.00,0.91,82.79亿,2337.71亿,20.21万亿
815,931053,高股息策略,7668.46,-0.15,1.69,2,CSI,17.12,估值较低,中证指数,-11.25,7684.75,7597.27,0.00,1.35,42.41亿,721.70亿,2.29万亿
816,399234,水电指数,1140.07,0.01,1.69,0,SZ,24.01,估值较低,深证指数,0.08,1157.43,1134.38,0.00,1.00,31.95亿,272.38亿,1.23万亿
817,H30045,AMAC服装,1824.40,0.42,1.67,2,CSI,29.80,估值中等,中证指数,7.58,1831.99,1812.58,0.00,0.76,6.11亿,58.60亿,2452.92亿
818,980532,国证青岛海洋,1648.86,0.42,1.67,0,SZ,14.59,估值较低,深证指数,6.97,1650.94,1636.02,0.00,0.83,5.49亿,72.69亿,6319.28亿
819,480532,国证青岛海洋R,1913.45,0.42,1.67,0,SZ,14.59,估值较低,深证指数,8.09,1915.87,1898.56,0.00,0.83,5.49亿,72.69亿,6319.28亿
820,931141,CS长三角,2417.05,-0.48,1.66,2,CSI,17.63,估值较低,中证指数,-11.58,2428.75,2407.34,0.00,1.02,99.16亿,3067.35亿,14.50万亿
821,931023,北京50,1794.60,-0.08,1.65,2,CSI,29.23,估值较低,中证指数,-1.36,1801.64,1780.88,0.00,1.04,34.50亿,586.23亿,2.32万亿
822,399991,一带一路,3609.71,-0.24,1.65,0,SZ,19.01,估值较低,深证指数,-8.66,3615.93,3572.31,0.00,1.18,123.88亿,2352.75亿,13.57万亿
823,970064,深证国企股东回报,1732.06,-1.10,1.64,0,SZ,18.33,估值较低,深证指数,-19.20,1741.66,1721.44,0.00,1.02,33.42亿,384.58亿,3.31万亿
824,470064,深证国企股东回报R,2377.57,-1.10,1.64,0,SZ,18.33,估值较低,深证指数,-26.36,2390.75,2362.99,0.00,1.02,33.42亿,384.58亿,3.31万亿
825,H11057,石化产业,1501.88,-1.15,1.64,2,CSI,16.32,估值较低,中证指数,-17.40,1524.24,1494.88,0.00,0.83,20.60亿,430.38亿,6.83万亿
826,932056,海洋经济,4078.94,1.37,1.63,2,CSI,19.51,估值中等,中证指数,54.96,4084.47,4008.77,0.00,1.34,133.70亿,2039.13亿,11.04万亿
827,932004,国新央企综指,2006.59,0.72,1.63,2,CSI,21.77,估值中等,中证指数,14.44,2007.42,1983.66,0.00,1.26,242.26亿,3420.29亿,23.57万亿
828,000906,中证800,5531.74,-0.42,1.63,1,SH,17.08,估值较低,上证指数,-23.48,5545.45,5500.26,0.00,1.06,522.86亿,1.33万亿,89.59万亿
829,932037,央企现代能源,1618.07,-0.54,1.63,2,CSI,16.50,估值较低,中证指数,-8.78,1633.35,1610.05,0.00,1.48,84.49亿,675.39亿,9.89万亿
